0	214.305
1	212.98
2	211.665
3	210.515
4	209.13
5	207.69
6	206.025
7	204.655
8	203.205
9	201.77
10	200.36
11	198.9
12	197.28
13	195.685
14	193.89
15	192.12
16	190.445
17	188.355
18	186.31
19	184.34
20	182.525
21	180.405
22	177.99
23	175.71
24	173.225
25	170.9
26	167.93
27	165.035
28	161.925
29	158.835
30	155.77
31	152.555
32	148.89
33	144.98
34	141.46
35	137.16
36	132.42
37	127.705
38	122.27
39	117.38
40	111.725
41	105.95
42	99.23
43	92.665
44	84.925
45	75.71
46	65.68
47	54.21
48	40.365
49	24.005
50	0.0

