0	162.21
1	161.405
2	160.47
3	159.375
4	158.34
5	157.44
6	156.525
7	155.275
8	153.965
9	153.055
10	151.87
11	150.895
12	149.835
13	148.55
14	147.165
15	145.845
16	144.565
17	142.965
18	141.325
19	139.745
20	138.4
21	136.945
22	135.18
23	133.51
24	131.625
25	129.76
26	127.52
27	125.51
28	123.285
29	121.255
30	118.79
31	115.955
32	112.885
33	109.935
34	107.17
35	103.735
36	100.775
37	98.03
38	94.215
39	90.08
40	85.655
41	80.695
42	75.02
43	69.325
44	63.3
45	56.585
46	49.095
47	41.04
48	30.45
49	16.58
50	0.0
