0	105.64
1	105.29
2	104.92
3	104.46
4	104.06
5	103.615
6	103.165
7	102.68
8	102.34
9	101.895
10	101.445
11	100.985
12	100.455
13	99.895
14	99.415
15	98.925
16	98.26
17	97.585
18	96.805
19	96.105
20	95.455
21	94.745
22	93.885
23	92.95
24	91.98
25	91.065
26	90.08
27	88.965
28	87.89
29	86.905
30	85.73
31	84.295
32	82.95
33	81.36
34	79.64
35	77.67
36	75.635
37	73.41
38	71.35
39	68.915
40	65.945
41	63.305
42	60.21
43	56.3
44	52.28
45	47.345
46	41.96
47	35.47
48	28.085
49	17.09
50	0.0
