0	172.07
1	171.275
2	170.41
3	169.575
4	168.76
5	168.04
6	167.04
7	166.05
8	164.94
9	163.98
10	162.675
11	161.555
12	160.325
13	159.185
14	157.8
15	156.425
16	155.095
17	153.885
18	152.575
19	151.11
20	149.63
21	147.875
22	146.26
23	144.525
24	142.795
25	140.83
26	138.855
27	136.525
28	134.5
29	132.06
30	129.41
31	126.805
32	123.81
33	120.95
34	118.21
35	115.02
36	111.23
37	107.89
38	103.885
39	99.75
40	95.45
41	90.73
42	85.355
43	79.325
44	72.965
45	65.49
46	56.555
47	46.805
48	35.325
49	20.11
50	0.0

