0	230.5
1	229.095
2	227.58
3	226.235
4	224.935
5	223.52
6	221.9
7	220.435
8	218.535
9	216.89
10	215.33
11	213.695
12	211.98
13	210.095
14	208.16
15	206.23
16	204.255
17	202.03
18	199.825
19	197.685
20	195.2
21	192.82
22	190.33
23	187.74
24	185.165
25	182.405
26	179.3
27	176.185
28	172.615
29	168.615
30	164.765
31	160.88
32	156.68
33	152.53
34	147.91
35	142.62
36	137.55
37	131.89
38	125.755
39	118.9
40	112.205
41	105.205
42	96.855
43	87.595
44	77.17
45	66.68
46	55.195
47	44.22
48	29.845
49	15.865
50	0.0

