0	231.705
1	230.315
2	228.95
3	227.665
4	226.195
5	224.525
6	223.005
7	221.56
8	220.04
9	218.495
10	216.735
11	215.055
12	213.375
13	211.51
14	209.795
15	208.095
16	206.06
17	204.005
18	201.985
19	199.67
20	197.615
21	195.065
22	192.415
23	189.785
24	187.305
25	184.545
26	181.705
27	178.735
28	175.11
29	171.84
30	168.19
31	164.605
32	161.1
33	156.815
34	152.21
35	147.615
36	142.73
37	137.455
38	132.34
39	126.865
40	120.205
41	112.825
42	105.425
43	96.895
44	87.38
45	78.395
46	67.1
47	54.83
48	39.195
49	22.51
50	0.0

